         250       31125
 i,   j,   euc(i,j),   man(i,j)
     4   200  3094.884  3246.000
     4   201  2523.204  2835.000
     4   202  3988.245  5571.000
     4   203  1349.391  1867.000
     4   204  1885.205  2445.000
     4   205  1482.120  1684.000
     4   206  2438.561  3322.000
     4   207  1231.753  1464.000
     4   208  2562.841  3341.000
     4   209  3534.176  3792.000
     4   210  1434.458  1543.000
     4   211  2645.396  2776.000
     4   212  2671.117  3343.000
     4   213  1729.252  2200.000
     4   214  2753.117  3810.000
     4   215  3075.596  3732.000
     4   216  2109.826  2982.000
     4   217  2247.266  2813.000
     4   218  3733.235  5279.000
     4   219  1261.115  1748.000
     4   220  3462.047  4044.000
     4   221  3047.380  3355.000
     4   222  2199.555  2479.000
     4   223  3613.225  3819.000
     4   224  2701.476  2835.000
     4   225  3233.066  3315.000
     4   226   817.389   985.000
     4   227  1972.644  2455.000
     4   228  2417.538  3324.000
     4   229  2170.228  3057.000
     4   230  2707.856  3079.000
     4   231   422.232   588.000
     4   232  4887.565  5284.000
     4   233  2617.003  2621.000
     4   234  3940.589  4470.000
     4   235  3248.001  3251.000
     4   236  2335.334  3011.000
     4   237  1475.773  2006.000
     4   238  2291.299  2766.000
     4   239  4451.380  6206.000
     4   240  2827.353  3410.000
     4   241  3324.333  3816.000
     4   242  1879.448  2017.000
     4   243  2177.221  2419.000
     4   244  2017.787  2808.000
     4   245   963.374  1306.000
     4   246  1861.920  2237.000
     4   247  2931.318  3887.000
     4   248  1604.855  2131.000
     4   249  2110.917  2339.000
     4   250  1004.682  1371.000
     5     6   235.213   245.000
     5     7   323.447   430.000
     5     8   759.394  1052.000
     5     9  1401.815  1823.000
     5    10   407.099   416.000
     5    11   884.776  1233.000
     5    12   573.638   726.000
     5    13   665.091   676.000
     5    14  1612.964  2198.000
     5    15   235.213   245.000
     5    16  1377.054  1823.000
     5    17   242.844   325.000
     5    18  1686.938  2296.000
     5    19  3711.892  4539.000
     5    20   946.201  1337.000
     5    21   413.237   427.000
     5    22  2411.969  2869.000
     5    23  2291.026  2752.000
     5    24  1085.219  1350.000
     5    25  2009.691  2820.000
     5    26   105.119   146.000
     5    27  1997.367  2689.000
     5    28   451.079   612.000
     5    29  3711.892  4539.000
     5    30   585.769   615.000
     5    31  1668.059  1949.000
     5    32  1181.457  1559.000
     5    33  2362.385  3048.000
     5    34   525.245   692.000
     5    35   336.158   398.000
     5    36   370.362   500.000
     5    37   676.938   737.000
     5    38  1607.636  2219.000
     5    39   955.178  1293.000
     5    40  2479.498  3063.000
     5    41   804.610  1137.000
     5    42  1883.179  2631.000
     5    43   696.337   949.000
     5    44   564.487   771.000
     5    45   822.353   952.000
     5    46   501.567   607.000
     5    47   412.622   583.000
     5    48   229.172   264.000
     5    49   143.837   173.000
     5    50   733.959   896.000
     5    51  2228.914  3050.000
     5    52   325.346   452.000
     5    53   682.985   830.000
     5    54  2466.414  3488.000
     5    55   784.207   802.000
     5    56  1580.785  2142.000
     5    57  2105.482  2825.000
     5    58   302.511   425.000
     5    59  1390.479  1471.000
     5    60  2102.403  2694.000
     5    61   650.829   916.000
     5    62   576.779   782.000
     5    63  1813.232  1842.000
     5    64  3017.840  3429.000
     5    65   233.309   245.000
     5    66   235.213   245.000
     5    67   939.236  1298.000
     5    68   909.243  1200.000
     5    69   744.469  1052.000
     5    70  1745.062  2389.000
     5    71   701.713   889.000
     5    72  3064.599  4241.000
     5    73   479.437   678.000
     5    74   912.195  1090.000
     5    75  1174.865  1430.000
     5    76  3685.008  3992.000
     5    77  2087.947  2262.000
     5    78  4275.295  5863.000
     5    79  3318.152  4015.000
     5    80  5088.314  6141.000
     5    81  6253.916  8504.000
     5    82  3150.257  3394.000
     5    83  2923.032  3798.000
     5    84  2877.434  3653.000
     5    85  2324.024  3266.000
     5    86  3740.703  5283.000
     5    87  2797.756  3157.000
     5    88  3327.311  4671.000
     5    89  2690.618  3635.000
     5    90  1100.183  1552.000
     5    91  1386.830  1486.000
     5    92  3584.337  5067.000
     5    93  1870.851  2358.000
     5    94  3144.262  4421.000
     5    95  2173.813  3071.000
     5    96  1946.526  2477.000
     5    97  4836.466  5980.000
     5    98  2824.465  3691.000
     5    99  5366.046  5740.000
     5   100  2457.279  2639.000
     5   101  2713.323  3577.000
     5   102  4741.854  5736.000
     5   103  2429.535  2480.000
     5   104  2799.150  3860.000
     5   105  2052.108  2143.000
     5   106  3326.275  4413.000
     5   107  2421.644  3228.000
     5   108  3560.523  4380.000
     5   109  2143.731  2663.000
     5   110  1826.430  2119.000
     5   111  1393.679  1718.000
     5   112  1506.204  2126.000
     5   113  3668.864  4564.000
     5   114  1523.911  2119.000
     5   115  4596.706  5721.000
     5   116  3519.825  3658.000
     5   117  6198.189  8207.000
     5   118  6195.724  7368.000
     5   119  2909.014  3623.000
     5   120  4278.459  4825.000
     5   121  3319.868  4695.000
     5   122  3217.892  4156.000
     5   123  4139.250  5747.000
     5   124  2137.910  2474.000
     5   125  1100.183  1552.000
     5   126  3524.136  4755.000
     5   127  2690.692  3261.000
     5   128  1852.728  2401.000
     5   129  1445.700  1864.000
     5   130  4022.076  5131.000
     5   131  3681.693  4907.000
     5   132  5836.786  8047.000
     5   133  3827.006  4460.000
     5   134  3555.645  4696.000
     5   135  4395.500  5319.000
     5   136  2147.394  2509.000
     5   137  4094.344  5506.000
     5   138  2581.780  2943.000
     5   139  2472.240  2910.000
     5   140  3041.398  3941.000
     5   141  2719.124  3671.000
     5   142  3331.819  3994.000
     5   143  5516.527  6633.000
     5   144  2946.575  4088.000
     5   145  2474.888  3412.000
     5   146  1589.909  1984.000
     5   147  4477.778  5895.000
     5   148  2351.007  3152.000
     5   149  3184.397  4357.000
     5   150  1448.271  1888.000
     5   151  2334.645  3277.000
     5   152  2346.896  3212.000
     5   153  4543.178  6417.000
     5   154  2358.988  2724.000
     5   155  5828.252  7891.000
     5   156  2306.530  3242.000
     5   157  3238.440  4387.000
     5   158  3839.921  4569.000
     5   159  4016.200  4979.000
     5   160  3289.664  4632.000
     5   161  4335.871  4573.000
     5   162  2742.774  3196.000
     5   163  3137.760  4376.000
     5   164  2109.317  2910.000
     5   165  4165.936  5855.000
     5   166  5009.186  6417.000
     5   167  2213.321  3074.000
     5   168  2814.753  3798.000
     5   169  4537.683  6011.000
     5   170  4053.537  4371.000
     5   171  4260.566  4781.000
     5   172  4899.213  6362.000
     5   173  2463.692  2994.000
     5   174  1988.892  2542.000
     5   175  1637.071  1950.000
     5   176  6088.366  7816.000
     5   177  3809.224  4181.000
     5   178  1699.282  2256.000
     5   179  2440.931  3451.000
     5   180  1013.002  1145.000
     5   181  2164.042  2256.000
     5   182  1936.910  2021.000
     5   183  1014.527  1231.000
     5   184  5046.466  5932.000
     5   185  4751.796  5032.000
     5   186  1224.347  1366.000
     5   187  2524.720  3482.000
     5   188  1220.605  1723.000
     5   189   897.622  1269.000
     5   190   791.835  1110.000
     5   191   962.877  1295.000
     5   192  2338.017  2471.000
     5   193  1038.973  1101.000
     5   194  2924.478  4068.000
     5   195  1408.189  1635.000
     5   196   742.043   750.000
     5   197  3673.079  5073.000
     5   198  1232.228  1286.000
     5   199  3876.970  4250.000
     5   200  3144.699  3404.000
     5   201  2654.138  3303.000
     5   202  4362.897  6039.000
     5   203  1213.272  1483.000
     5   204  1478.102  1977.000
     5   205  1900.168  2068.000
     5   206  2054.152  2854.000
     5   207  1257.009  1412.000
     5   208  2788.451  3809.000
     5   209  3569.499  3724.000
     5   210  1857.358  1927.000
     5   211  2699.837  2976.000
     5   212  2253.469  2875.000
     5   213  1316.754  1732.000
     5   214  3139.099  4278.000
     5   215  3245.189  4200.000
     5   216  2447.654  3450.000
     5   217  2667.933  3281.000
     5   218  4069.461  5747.000
     5   219  1567.092  2216.000
     5   220  3605.795  4512.000
     5   221  3073.660  3173.000
     5   222  2336.646  2947.000
     5   223  3704.355  4287.000
     5   224  2755.199  3029.000
     5   225  3313.330  3783.000
     5   226   869.635  1073.000
     5   227  1936.994  2071.000
     5   228  2809.014  3792.000
     5   229  2493.787  3525.000
     5   230  2720.115  2745.000
     5   231   772.508  1056.000
     5   232  4983.307  5752.000
     5   233  2693.544  3089.000
     5   234  4065.156  4938.000
     5   235  3317.852  3719.000
     5   236  2554.425  3479.000
     5   237  1876.470  2474.000
     5   238  1868.317  2298.000
     5   239  4827.830  6674.000
     5   240  2995.205  3878.000
     5   241  3324.787  3432.000
     5   242  1936.787  2199.000
     5   243  2210.470  2373.000
     5   244  2400.816  3276.000
     5   245   889.612   922.000
     5   246  1855.001  1857.000
     5   247  3168.854  4355.000
     5   248  1518.554  1747.000
     5   249  2538.934  2807.000
     5   250  1406.231  1839.000
     6     7   467.411   655.000
     6     8   960.013  1277.000
     6     9  1182.582  1578.000
     6    10   474.305   643.000
     6    11  1080.631  1458.000
     6    12   536.624   587.000
     6    13   430.512   451.000
     6    14  1501.904  1953.000
     6    15      .000      .000
     6    16  1307.384  1598.000
     6    17   411.033   570.000
     6    18  1805.249  2521.000
     6    19  3482.541  4294.000
     6    20   797.140  1092.000
     6    21   473.719   652.000
     6    22  2363.290  2624.000
     6    23  2239.339  2507.000
     6    24   859.084  1105.000
     6    25  1866.262  2575.000
     6    26   163.294   217.000
     6    27  1892.252  2444.000
     6    28   386.467   405.000
     6    29  3482.541  4294.000
     6    30   352.278   390.000
     6    31  1435.694  1704.000
     6    32  1286.350  1784.000
     6    33  2279.743  2803.000
     6    34   648.658   917.000
     6    35   569.506   643.000
     6    36   529.049   745.000
     6    37   442.188   492.000
     6    38  1485.779  1974.000
     6    39  1171.516  1538.000
     6    40  2251.383  2818.000
     6    41   985.476  1382.000
     6    42  1763.774  2406.000
     6    43   844.713  1194.000
     6    44   372.156   526.000
     6    45   902.513  1197.000
     6    46   274.962   362.000
     6    47   611.590   828.000
     6    48   292.344   413.000
     6    49   251.603   352.000
     6    50   506.558   651.000
     6    51  2128.885  2825.000
     6    52   176.309   207.000
     6    53   455.294   585.000
     6    54  2297.905  3243.000
     6    55   814.300  1027.000
     6    56  1696.867  2367.000
     6    57  2020.717  2600.000
     6    58   198.010   200.000
     6    59  1155.309  1226.000
     6    60  1879.453  2449.000
     6    61   850.631  1161.000
     6    62   726.216  1027.000
     6    63  1578.114  1597.000
     6    64  2784.036  3184.000
     6    65   468.004   470.000
     6    66      .000      .000
     6    67  1091.810  1543.000
     6    68   706.298   975.000
     6    69   914.313  1277.000
     6    70  1541.423  2144.000
     6    71   929.923  1134.000
     6    72  2864.807  3996.000
     6    73   366.203   453.000
     6    74   682.001   845.000
     6    75  1245.035  1655.000
     6    76  3722.754  4237.000
     6    77  2111.584  2487.000
     6    78  4392.127  6088.000
     6    79  3391.550  4260.000
     6    80  5314.790  6366.000
     6    81  6379.930  8749.000
     6    82  3187.730  3639.000
     6    83  3139.081  4023.000
     6    84  2952.557  3878.000
     6    85  2506.277  3491.000
     6    86  3912.062  5508.000
     6    87  2849.491  3402.000
     6    88  3484.637  4916.000
     6    89  2799.464  3860.000
     6    90  1273.270  1797.000
     6    91  1620.671  1711.000
     6    92  3765.154  5312.000
     6    93  1947.295  2583.000
     6    94  3336.492  4666.000
